character,pinyin_hanziDB,pinyin_qxk,meaning,pinyin_hanziDB_qxk,pinyin_name,pinyin_givenname,pinyin_familyname,pinyin,tone,tone_name,tone_familyname,tone_givenname,pinyin_notone,eng,eng_name,eng_familyname,eng_givenname
碍,ài,ài,ài	[礙]	妨碍；阻挡。～事|障～|阻～|～手～脚|有～健康。,ài,ài,ài,ài,ài,4,4,4,4,ai,ai,ai,ai,ai
碘,diǎn,diǎn,diǎn	非金属元素。符号I。紫黑色晶体，有金属光泽，质脆，易升华。碘蒸气呈紫色，有毒。可用来制造药品、染料和试纸等。,diǎn,diǎn,diǎn,diǎn,diǎn,3,3,3,3,dian,dian,dian,dian,dian
碑,bēi,bēi,bēi	竖立起来的石制纪念物或标志物，上面刻有文字或图画。界～|墓～|纪念～|～文|树～立传。,bēi,bēi,bēi,bēi,bēi,1,1,1,1,bei,bei,bei,bei,bei
碎,suì,suì,suì	1:完整的东西破裂成小片、小块。～裂｜破～｜粉～｜砸～｜摔～｜宁为玉～，不为瓦全。2:使完整的东西破裂成小片、小块。～石机｜～尸万段｜粉身～骨。3:零星的；不完整的。～纸｜～片｜～屑｜零～｜细～｜琐～。4:（说话）唠叨；絮烦。嘴～｜闲言～语。,suì,suì,suì,suì,suì,4,4,4,4,sui,sui,sui,sui,sui
碰,pèng,pèng,pèng	1:撞击；顶撞。～撞|～杯|～壁|～钉子|敢于～硬。2:相遇；恰巧赶上。～巧|～头|～面|～到了困难。3:试探。～运气|～机会。,pèng,pèng,pèng,pèng,pèng,4,4,4,4,peng,peng,peng,peng,peng
碗,wǎn,wǎn,wǎn	1:盛饮食等的器具。饭～|茶～|海～|盖～|大～儿茶|锅～瓢盆。2:形状像碗的东西。轴～儿。,wǎn,wǎn,wǎn,wǎn,wǎn,3,3,3,3,wan,wan,wan,wan,wan
碌,lù,lù#liù,1liù	【碌碡（zhou）】 农具。圆柱形，用石头做成，用来碾谷物或轧平场地。#####2lù	1:繁忙。忙～|劳～。2:平庸。庸～|～～无为。,lù#liù,lù#liù,lù#liù,lù#liù,lù#liù,4#4,4#4,4#4,4#4,lu#liu,lu#liu,lu#liu,lu#liu,lu#liu
尴,gān,gān,gān	[尷]	1:【尴尬（gà）】 左右为难，不好应对。他进也不是，退也不是，很～。2:【尴尬（gà）】 （神态）不自然。表情～|一副～相。,gān,gān,gān,gān,gān,1,1,1,1,gan,gan,gan,gan,gan
雷,léi,léi,léi	1:云层放电时发出的巨大响声。～雨|～电|打～|春～|暴跳如～。2:军事上用的爆炸武器。地～|鱼～|布～|扫～。3:（Léi）姓。,léi,léi,léi,léi,léi,2,2,2,2,lei,lei,lei,lei,lei
零,líng,líng,líng	1:数目字。最小的自然数。2:数的空位。二～～八年|三～五医院。3:在两个数量中间，表示单位较高的量后面附有单位较低的量。七点～五分|一年～四个月。4:某些量度的计算起点。～点|～下八度。5:不够一定单位的零碎数量；不足整数的尾数。～数|挂～儿|找～儿。6:分散；细碎；小数目的。～售|～星|～碎|～件|～钱|化整为～。7:凋谢。～落|凋～|飘～。8:（雨、泪等）落下。感激涕～。,líng,líng,líng,líng,líng,2,2,2,2,ling,ling,ling,ling,ling
雾,wù,wù,wù	[霧]	1:空气中的水蒸气遇冷时凝结成的细微水珠。大～|～气|烟～|云～|腾云驾～。2:像雾的东西。喷～器。,wù,wù,wù,wù,wù,4,4,4,4,wu,wu,wu,wu,wu
雹,báo,báo,báo	冰雹，空气中的水蒸气遇冷凝结成的冰粒或冰块。通称“雹子”。,báo,báo,báo,báo,báo,2,2,2,2,bao,bao,bao,bao,bao
辐,fú,fú,fú 	[輻]	车轮上连接车毂和轮圈的直条。～条|～射。,fú,fú,fú,fú,fú,2,2,2,2,fu,fu,fu,fu,fu
辑,jí,jí,jí	[輯]	1:聚集，特指汇集材料编（书刊等）。～录|～要|编～|录音剪～。2:整套书籍的各个部分。整套书籍的各个部分。,jí,jí,jí,jí,jí,2,2,2,2,ji,ji,ji,ji,ji
输,shū,shū,shū	[輸]	1:运送；传送。～入｜～送｜传～｜运～｜～电网｜～油管。2:捐献。捐～｜～财助学｜～诚结交。3:失败（跟“赢”相对）。～球｜～赢｜认～｜～了官司。,shū,shū,shū,shū,shū,1,1,1,1,shu,shu,shu,shu,shu
督,dū,dū,dū	察看；监管。～察|～促|～战|监～。,dū,dū,dū,dū,dū,1,1,1,1,du,du,du,du,du
频,pín,pín#bīn,pín	[頻]	1:次数多；屡次。～仍|～繁|尿～|捷报～传。2.1:指频率。单位时间内完成振动或振荡的次数或周数。～道|～谱|高～|调～。2.2:指频率。一定时间、范围内某事物重复出现的次数。字～|词～|高～字。,pín#bīn,pín#bīn,pín#bīn,pín#bīn,pín#bīn,2#1,2#1,2#1,2#1,pin#bin,pin#bin,pin#bin,pin#bin,pin#bin
龄,líng,líng,líng	[齡]	1:岁数。年～|高～|同～|大～|学～。2:年数。工～|军～|教～。3:某些生物体生长发育过程中的不同阶段。秧～|一～虫|七叶～。,líng,líng,líng,líng,líng,2,2,2,2,ling,ling,ling,ling,ling
鉴,jiàn,jiàn,jiàn	[鑒]	1:镜子（多指古代铜镜）。铜～|波平如～。2:照见；映照。池清可～|光可～人。3:观察；审查。～别|～定|～赏|明～|借古～今。4:可以作为警戒或参考的事物。～戒|借～|引以为～|前车之～|年～|印～。,jiàn,jiàn,jiàn,jiàn,jiàn,4,4,4,4,jian,jian,jian,jian,jian
睛,jīng,jīng,jīng	眼球；眼珠。眼～|定～|目不转～|画龙点～|火眼金～。,jīng,jīng,jīng,jīng,jīng,1,1,1,1,jing,jing,jing,jing,jing
睹,dǔ,dǔ,dǔ	看见。～物思人|先～为快|耳闻目～|熟视无～。,dǔ,dǔ,dǔ,dǔ,dǔ,3,3,3,3,du,du,du,du,du
睦,mù,mù,mù	亲近；和好。～邻|和～|婆媳不～。,mù,mù,mù,mù,mù,4,4,4,4,mu,mu,mu,mu,mu
瞄,miáo,miáo,miáo	把视线集中在目标上；注意看。～准|有人暗中～着他。,miáo,miáo,miáo,miáo,miáo,2,2,2,2,miao,miao,miao,miao,miao
睫,jié,jié,jié	睫毛，眼睑边缘上生的细毛。美～|目不交～（没有合眼）|迫在眉～。,jié,jié,jié,jié,jié,2,2,2,2,jie,jie,jie,jie,jie
睡,shuì,shuì,shuì	闭目安歇，大脑皮层进入抑制状态。～眠｜～梦｜～意｜熟～｜入～。,shuì,shuì,shuì,shuì,shuì,4,4,4,4,shui,shui,shui,shui,shui
睬,cǎi,cǎi,cǎi	答理；理会。理～｜不理不～｜懒得～他。,cǎi,cǎi,cǎi,cǎi,cǎi,3,3,3,3,cai,cai,cai,cai,cai
嗜,shì,shì,shì	特别地爱好。～好｜～睡｜～酒｜～书如命。,shì,shì,shì,shì,shì,4,4,4,4,shi,shi,shi,shi,shi
鄙,bǐ,bǐ,bǐ	1:粗俗；低下。～俗|～陋|粗～|卑～。2:轻视；看不起。～薄|～视|～夷|～弃。3:谦辞。称自己。～人|～见|～文|～意。4:边远的地方。边～|四～。,bǐ,bǐ,bǐ,bǐ,bǐ,3,3,3,3,bi,bi,bi,bi,bi
嗦,suo,suō,suō	【哆(duō）嗦】 见“哆”。,suō#suo,suō,suō,suō,suō#suo,1#0,1,1,1,suo#suo,suo,suo,suo,suo
愚,yú,yú,yú	1:傻；笨。～蠢|～昧|～笨|～人|大智若～。2:蒙蔽；玩弄。～弄|～民政策。3:谦辞。用于称自己或跟自己有关的事物。～兄|～见|～以为不可。,yú,yú,yú,yú,yú,2,2,2,2,yu,yu,yu,yu,yu
暖,nuǎn,nuǎn,nuǎn	1:暖和。～流|～冬|～气|温～|冷～|保～|春～花开。2:使暖和。～酒|～一～手。,nuǎn,nuǎn,nuǎn,nuǎn,nuǎn,3,3,3,3,nuan,nuan,nuan,nuan,nuan
盟,méng,méng,méng	1:团体和团体、阶级和阶级、国家和国家之间结成的联合体。联～|加～|同～|～国|～军。2:发誓；宣誓。～誓|海誓山～。3:结拜的。～兄|～弟。4:内蒙古自治区的行政区划单位。包括若干旗、县、市。,méng,méng,méng,méng,méng,2,2,2,2,meng,meng,meng,meng,meng
歇,xiē,xiē,xiē	1:休息。～息|～脚|～乏|安～|～口气。2:停止。～业|～工|间～|～后语|风停雨～。,xiē,xiē,xiē,xiē,xiē,1,1,1,1,xie,xie,xie,xie,xie
暗,àn,àn,àn	1:光线不足；不亮（跟“明”相对）。～室|阴～|黑～|天色渐渐～下来了。2:糊涂；不明白。兼听则明，偏信则～。3:秘密的；隐藏不露的。～中|～号|～杀|～地里。,àn,àn,àn,àn,àn,4,4,4,4,an,an,an,an,an
暇,xiá,xiá,xiá	空闲。闲～|空～|无～|目不～接|自顾不～。,xiá,xiá,xiá,xiá,xiá,2,2,2,2,xia,xia,xia,xia,xia
照,zhào,zhào,zhào	1:光线射向物体。～明|～耀|～射|～亮|阳光普～|回光返～。2:阳光。夕～|残～|晚～。3:对着镜子等看影像；镜子等反射影像。～镜子|水面～出垂柳的倒影。4:拍摄。～相|拍～|把这个景儿～下来。5:指相片。～片|彩～|玉～|近～|剧～|结婚～。6:主管机关颁发的凭证。护～|驾～|牌～|办～|营业执～。7:察看；比对。比～|参～|对～|仿～|按～。8:看护；看管。～顾|～料|～看|～管。9:告知；通知。～会|关～。10:知道；明白。心～不宣。11.1:介词。 按着；依着。～猫画虎|～章办事|～葫芦画瓢。11.2:介词。 对着；朝着。～靶子射击|～西边跑了。12:表示按照某种标准（做）。～搬|～办|～抄|～发。。,zhào,zhào,zhào,zhào,zhào,4,4,4,4,zhao,zhao,zhao,zhao,zhao
畸,jī,jī,jī	1:不规则的；不正常的。～形|～变。2:偏。～轻～重。3:数的零头。～零。,jī,jī,jī,jī,jī,1,1,1,1,ji,ji,ji,ji,ji
跨,kuà,kuà,kuà	1:抬起一条腿向前或向旁边移动。～栏|向左～一步|～过一条小溪。2:骑；两腿分在物体两边坐着或立着。～马|～着门槛|～上自行车。3:越过一定的界限。～省|～年度|～行业|～国公司。4:附在旁边。～斗（dǒu）|～间|～院儿。,kuà,kuà,kuà,kuà,kuà,4,4,4,4,kua,kua,kua,kua,kua
跷,qiāo,qiāo,qiāo	[蹺]	1:抬起（腿）；竖起（手指）。～～板|～着二郎腿|～起大拇指。2:脚后跟抬起，只用脚尖着地。～起脚向窗外看。3:指高跷。踩～（表演高跷）。,qiāo,qiāo,qiāo,qiāo,qiāo,1,1,1,1,qiao,qiao,qiao,qiao,qiao
跳,tiào,tiào#táo,tiào	1:腿上用力，两脚离地，使身体向上或向前跃。～跃|～高|～绳|蹦～|弹～|欢～。2:物体向上弹起。～闸|皮球掉到地上～个不停。3:一起一伏地动。～动|心～|眼～。4:越过（本应经过的地方或阶段）。～班|～行（háng）|连～三级。,tiào#táo,tiào#táo,tiào#táo,tiào#táo,tiào#táo,4#2,4#2,4#2,4#2,tiao#tao,tiao#tao,tiao#tao,tiao#tao,tiao#tao
跺,duò,duò,duò 	脚用力踏地。～脚。,duò,duò,duò,duò,duò,4,4,4,4,duo,duo,duo,duo,duo
跪,guì,guì,guì	屈膝，膝盖着地。～拜|下～|一只腿～在地上。,guì,guì,guì,guì,guì,4,4,4,4,gui,gui,gui,gui,gui
路,lù,lù,lù	1:道路。公～|马～|铁～|走～|～面。2:路程，道路的远近。～费|五里～|山高～远。3:途径；方法。出～|门～|销～|生～。4:条理。思～|纹～。5:地区；方面。南～货|各～人马|眼观六～，耳听八方。6:种类；等次。一～人|大～货|二～角色。7:（Lù）姓。,lù,lù,lù,lù,lù,4,4,4,4,lu,lu,lu,lu,lu
跤,jiāo,jiāo,jiāo	跟头。摔～|跌～。,jiāo,jiāo,jiāo,jiāo,jiāo,1,1,1,1,jiao,jiao,jiao,jiao,jiao
跟,gēn,gēn,gēn	1:脚的后部或鞋袜的后部。脚～|足～|高～儿鞋|袜子后～。2:紧随在后面。～随|～踪|～进|～从|～紧点。3:介词。 同。～敌人作战|～前几年比，现在生活好多了。4:介词。 向；对。～你打听个人|有困难～我说。5:连词。 和。请准备好纸～笔。,gēn,gēn,gēn,gēn,gēn,1,1,1,1,gen,gen,gen,gen,gen
遣,qiǎn,qiǎn,qiǎn	1:打发；派出。～送|～返|派～|先～队|～词造句|调兵～将。2:排解。～愁|～闷|排～|消～。,qiǎn,qiǎn,qiǎn,qiǎn,qiǎn,3,3,3,3,qian,qian,qian,qian,qian
蜈,wú,wú,wú	【蜈蚣（gōng）】 节肢动物，躯干由许多环节构成，每节有足一对，第一对足呈钩状，有毒腺，能分泌毒液，吃昆虫等，可入药。,wú,wú,wú,wú,wú,2,2,2,2,wu,wu,wu,wu,wu
蜗,wō,wō,wō	[蝸]	【蜗牛】 软体动物，有扁圆的螺旋状硬壳，头部有两对触角，生活在潮湿的地方，吃植物的叶、芽，是农林害虫，种类很多。,wō,wō,wō,wō,wō,1,1,1,1,wo,wo,wo,wo,wo
蛾,é,é#yǐ,é	昆虫。略像蝴蝶，身体短而粗，静止时翅膀覆盖在身上，常在夜间活动。种类很多，大多为农林害虫。通称“蛾子”。,é#yǐ,é#yǐ,é#yǐ,é#yǐ,é#yǐ,2#3,2#3,2#3,2#3,e#yi,e#yi,e#yi,e#yi,e#yi
蜂,fēng,fēng,fēng	1:昆虫。种类很多，有的有毒刺，能蜇人，多成群生活。2:特指蜜蜂。～窝|～蜜|～乳。3:比喻成群地。～聚|～起|～拥而至。,fēng,fēng,fēng,fēng,fēng,1,1,1,1,feng,feng,feng,feng,feng
蜕,tuì,tuì,tuì	1:蛇、蝉等脱皮。～皮。2:蛇、蝉等脱下的皮。蛇～|蝉～。3:鸟类换旧毛，长出新毛。小鸡开始～毛了。,tuì,tuì,tuì,tuì,tuì,4,4,4,4,tui,tui,tui,tui,tui
嗅,xiù,xiù,xiù	闻味儿。～觉。,xiù,xiù,xiù,xiù,xiù,4,4,4,4,xiu,xiu,xiu,xiu,xiu
嗡,wēng,wēng,wēng	拟声词。 昆虫振翅或机器运转等发出的声音。蜜蜂～～地飞来飞去|耳朵里～～直响。,wēng,wēng,wēng,wēng,wēng,1,1,1,1,weng,weng,weng,weng,weng
嗓,sǎng,sǎng,sǎng	1:喉咙。2:喉咙发出的声音；说话唱歌的声音。～音｜～门儿｜尖～儿｜哑～儿。,sǎng,sǎng,sǎng,sǎng,sǎng,3,3,3,3,sang,sang,sang,sang,sang
署,shǔ,shǔ,shǔ	1:办理公务的处所。公～｜官～｜总～｜审计～。2:代理；暂任。～理｜暂～。3:布置。部～。4:签（名）；题（字）。～名｜签～｜联～。,shǔ,shǔ,shǔ,shǔ,shǔ,3,3,3,3,shu,shu,shu,shu,shu
置,zhì,zhì,zhì	1:安放；搁。安～|～身|闲～|放～|搁～|～之不理|本末倒～。2:设立；建立。设～|装～|配～|布～。3:购买；备办。～办|购～|添～。,zhì,zhì,zhì,zhì,zhì,4,4,4,4,zhi,zhi,zhi,zhi,zhi
罪,zuì,zuì,zuì	1:作恶或犯法的行为。～犯|～恶|～行|～责|～证|犯～。2:判定的刑罚。～名|定～|治～|死～|判～。3:过失；错误。～过|谢～|请～|言者无～|归～于人。4:谴责；把过失归到某人身上。～己|不知者不～。5:苦难；痛苦。受～|遭～。,zuì,zuì,zuì,zuì,zuì,4,4,4,4,zui,zui,zui,zui,zui
罩,zhào,zhào,zhào	1:覆盖；套在外面。笼～|～衣|云山雾～|把电视机～上。2:罩子，覆盖在物体外面的东西。灯～|口～|面～|被～|防护～。3:特指套在其他衣服外面的单衣。外～|袄～。4:养家禽用的竹笼子。鸡～。5:捕鱼用的圆筒形竹器，上口较小，下口较大。,zhào,zhào,zhào,zhào,zhào,4,4,4,4,zhao,zhao,zhao,zhao,zhao
蜀,shǔ,shǔ,shǔ	1:古国名，相传最早的首领叫蚕丛，故地在今四川成都一带。2.1:朝代名。蜀汉（公元221-263年）三国之一，刘备所建，建都成都。2.2:朝代名。前蜀（公元907-925年），十国之一，王建所建，建都成都。2.3:朝代名。后蜀（公元934-965年）十国之一，孟知祥所建，建都成都。3:四川的别称。～锦｜～绣。,shǔ,shǔ,shǔ,shǔ,shǔ,3,3,3,3,shu,shu,shu,shu,shu
幌,huǎng,huǎng,huǎng	幌子，店铺门外悬挂的表明所卖商品的标志。酒～|布～。,huǎng,huǎng,huǎng,huǎng,huǎng,3,3,3,3,huang,huang,huang,huang,huang
错,cuò,cuò,cuò	[錯]	1:不正确；过失。～字｜～误｜～怪｜过～｜出～儿｜知～就改。2:坏；差（用于否定式）。不～｜成绩～不了。3:交叉。～杂｜交～｜～落｜～综复杂。4:相互避开，使不冲突。～车｜把时间～开。5:镶嵌或涂上金、银等。～金。,cuò,cuò,cuò,cuò,cuò,4,4,4,4,cuo,cuo,cuo,cuo,cuo
锚,máo,máo,máo	[錨]	船停泊时所用的器具。用钢铁制成，有钩爪，用铁链或绳索连在船上。停船时，抛到水底或岸边，可以使船停稳。,máo,máo,máo,máo,máo,2,2,2,2,mao,mao,mao,mao,mao
锡,xī,xī,xī	[錫]	金属元素，符号Sn。常见的有白锡，银白色，质软，延展性强，可用来制造镀锡铁、轴承合金、焊接剂和日用器皿等。,xī,xī,xī,xī,xī,1,1,1,1,xi,xi,xi,xi,xi
锣,luó,luó,luó	[鑼]	打击乐器。用铜制成，形状像盘子，用槌敲击发声。铜～|敲～打鼓|鸣～开道。,luó,luó,luó,luó,luó,2,2,2,2,luo,luo,luo,luo,luo
锤,chuí,chuí,chuí	[錘]	1:敲打东西的工具。铁～｜汽～｜羊角～｜一～定音。2:用锤子敲击。～打｜～炼｜千～百炼。3:像锤的东西。秤～｜纺～。4:古代兵器。有柄，一头是金属球。铜～｜流星～。,chuí,chuí,chuí,chuí,chuí,2,2,2,2,chui,chui,chui,chui,chui
锥,zhuī,zhuī,zhuī	[錐]	1:锥子，一端有尖，用来扎眼儿的工具。无立～之地。2:形状像锥子的东西。冰～|棱～|圆～体。3:用锥子或锥形的工具扎（眼儿）。～一个眼儿|皮带太厚，～不动。,zhuī,zhuī,zhuī,zhuī,zhuī,1,1,1,1,zhui,zhui,zhui,zhui,zhui
锦,jǐn,jǐn,jǐn	[錦]	1:有彩色花纹的丝织品。～旗|～绣|壮～|织～|～上添花|花团～簇。2:比喻花样多而美好的东西。集～|什～。3:色彩鲜明美丽。～鸡|～缎|～霞。,jǐn,jǐn,jǐn,jǐn,jǐn,3,3,3,3,jin,jin,jin,jin,jin
键,jiàn,jiàn,jiàn	[鍵]	1:机械零件。通常是钢制的长方块，安装在槽里，使轴跟齿轮、皮带轮等连在一起并固定。2:钢琴、电脑或其他机器上可以按动的部分。～盘|琴～|按～。3:插在门闩上起固定作用的金属棍。关～。,jiàn,jiàn,jiàn,jiàn,jiàn,4,4,4,4,jian,jian,jian,jian,jian
锯,jù,jù,jù	[鋸]	1:用来截断木料、石料、钢材等的工具，主要部分是有许多尖齿的薄钢片。～齿|～末|～条|电～|手～。2:用锯截断。～树|～木头|把螺杆～断。,jù,jù,jù,jù,jù,4,4,4,4,ju,ju,ju,ju,ju
锰,měng,měng,měng	[錳]	金属元素。符号Mn。灰白色，质硬而脆。多用来炼钢和制造合金。,měng,měng,měng,měng,měng,3,3,3,3,meng,meng,meng,meng,meng
矮,ǎi,ǎi,ǎi	1:（身材）短。～小|个儿～|～墩墩|他比我～。2:（高度）小。～墙|低～|屋子太～，憋得慌。3:（级别、地位）低。我比他～两级。,ǎi,ǎi,ǎi,ǎi,ǎi,3,3,3,3,ai,ai,ai,ai,ai
辞,cí,cí,cí	[辭]	1:告别。～行｜告～｜～旧迎新｜与世长～。2:不接受；推托。～让｜～谢｜推～｜万死不～｜义不容～。3:请求解除自己的职务。～职｜～呈｜～去校长职务。4:解雇。～退｜公司把他～了。5:修饰过的语言；美好的词句。～令｜～藻｜修～｜文～。6:古代的一种文学体裁。～赋｜楚～。,cí,cí,cí,cí,cí,2,2,2,2,ci,ci,ci,ci,ci
稚,zhì,zhì,zhì	幼小。～嫩|～气|～子|幼～。,zhì,zhì,zhì,zhì,zhì,4,4,4,4,zhi,zhi,zhi,zhi,zhi
稠,chóu,chóu,chóu	1:多而密。～密｜人～地窄。2:浓（跟“稀”相对）。黏～｜粥太～了。,chóu,chóu,chóu,chóu,chóu,2,2,2,2,chou,chou,chou,chou,chou
颓,tuí,tuí,tuí	[頽]	1:倒塌。～塌|～垣断壁。2:衰败；倾覆。～败|～势|衰～|倾～。3:消沉；委靡不振。～丧|～废|～然|～靡|～唐。,tuí,tuí,tuí,tuí,tuí,2,2,2,2,tui,tui,tui,tui,tui
愁,chóu,chóu,chóu	1:忧虑。～闷｜～绪｜～容｜忧～｜发～｜～眉苦脸。2:忧伤的情绪。乡～｜离～别绪。,chóu,chóu,chóu,chóu,chóu,2,2,2,2,chou,chou,chou,chou,chou
筹,chóu,chóu,chóu	[籌]	1:计数的用具，多为小竹片或小木棍。～码｜算～｜酒～｜头～｜略胜一～。2:谋划。～备｜～款｜统～兼顾。3:谋略；计策。一～莫展｜运～帷幄。,chóu,chóu,chóu,chóu,chóu,2,2,2,2,chou,chou,chou,chou,chou
签,qiān,qiān,1qiān	[簽]	1:写上自己的姓名或画上记号，表示负责。～名|～字|～到|～署。2:简要地写出（意见等）。～呈|～注意见。#####2qiān	[簽、籤]	1:细长的小竹片或小竹棍，上刻符号或文字，用来占卜、赌博等。求～|抽～儿。2:有尖儿的小细棍。竹～|牙～儿。3:用作标志的小卡片。标～|书～|价～|行李～。4:粗粗地缝合。把开线的地方～上几针。,qiān,qiān,qiān,qiān,qiān,1,1,1,1,qian,qian,qian,qian,qian
